MSB	PRG	LSB	NME	ELC
056	094	000	Halo Pad	1
056	095	000	Sweep	0
056	096	000	Ice Rain	1
056	097	000	SndTrack	1
056	098	000	Crystal	1
056	099	000	Atmosphr	1
056	100	000	Bright	1
056	101	000	Goblins	1
056	102	000	EchoDrop	0
056	103	000	StarThme	1
056	104	000	Sitar	1
056	105	000	Banjo	0
056	106	000	Shamisen	0
056	107	000	Koto	1
056	108	000	Kalimba	0
056	109	000	Scotland	1
056	110	000	Fiddle	1
056	111	000	Shanai	0
056	112	000	MetalBel	0
056	113	000	Agogo	0
056	114	000	SteelDrm	0
056	115	000	Woodblok	0
056	116	000	Taiko	1
056	117	000	Acou.Tom	0
056	118	000	SynthTom	0
056	119	000	RevCymbl	0
056	120	000	FretNoiz	0
056	121	000	NoizChif	0
056	122	000	Seashore	1
056	123	000	Birds	1
056	124	000	Telphone	1
056	125	000	Helicptr	1
056	126	000	Stadium!	17
056	127	000	Gunshot	0
061	000	000	Standard	16
061	001	000	Standrd2	16
061	008	000	Room Kit	16
061	016	000	PowerKit	16
061	024	000	Electro	16
061	025	000	AnalogKt	16
061	026	000	DanceKit	16
061	032	000	Jazz Kit	16
061	040	000	BrushKit	16
061	048	000	Orch.Kit	16
061	049	000	EthnicKt	16
061	050	000	KikSnare	16
061	056	000	SFX Kit	16
061	127	000	MT-32 Kt	16
062	000	000	GM Kit	16
062	016	000	PowerKit	16
062	024	000	DanceKit	16
062	025	000	AnalogKt	16
062	026	000	DanceKit	16
062	032	000	Jazz Kit	16
062	040	000	BrushKit	16
062	048	000	Orch.Kit	16
062	056	000	GM Kit	16
062	064	000	Perc Kit	16
062	072	000	User Kit	16
062	073	000	UserKit2	16
062	074	000	GM Kit	16
081	000	000	Sunrise	1
081	001	000	Piano16'	0
081	002	000	AltoBrth	1
081	003	000	TinyDncr	1
081	004	000	SpruceGt	1
081	005	000	VibrBell	1
081	006	000	CrFadeBa	1
081	007	000	TheStrs.	1
081	008	000	PowerSyn	1
081	009	000	TotalKit	16
081	010	000	MchinAge	1
081	011	000	Hot Keys	1
081	012	000	BrasBand	1
081	013	000	MaxiTine	1
081	014	000	Pwr Rock	1
081	015	000	TablTalk	1
081	016	000	FngrBass	1
081	017	000	Lite Vox	1
081	018	000	ColorPad	1
081	019	000	Festival	17
081	020	000	GlideSwp	1
081	021	000	LastTngo	1
081	022	000	MagicFlu	1
081	023	000	Operator	1
081	024	000	ElectrGt	1
081	025	000	Gamelan	0
081	026	000	Zap Bass	1
081	027	000	Digi.Air	1
081	028	000	Analgist	1
081	029	000	MndoTrem	1
081	030	000	SpaceWng	1
081	031	000	GospelOr	1
081	032	000	Trumpets	1
081	033	000	FreshAir	1
081	034	000	RockMute	1
081	035	000	Dustette	1
081	036	000	PickBass	0
081	037	000	ChambrEn	1
081	038	000	Wire Pad	1
081	039	000	Industry	1
081	040	000	Neutron	0
081	041	000	PnoHaven	1
081	042	000	ShkuBend	1
081	043	000	BowenWav	1
081	044	000	Cln Funk	1
081	045	000	SplitBel	0
081	046	000	Slap It	1
081	047	000	AnalgPad	1
081	048	000	Residue	1
081	049	000	OrchPerc	0
081	050	000	DreamWld	1
081	051	000	HrpsiFnk	1
081	052	000	FlugelHr	0
081	053	000	Elec.Tap	1
081	054	000	Harmonic	0
081	055	000	Africana	1
081	056	000	TechnoBa	1
081	057	000	Airways	1
081	058	000	Busy Boy	1
081	059	000	Heartbit	1
081	060	000	Spectrum	0
081	061	000	FullPipe	1
081	062	000	Woodwind	1
081	063	000	Whirly	1
081	064	000	Lead Gtr	1
081	065	000	Isabelle	0
081	066	000	FatFrett	1
081	067	000	PoppinPd	1
081	068	000	SoftHorn	0
081	069	000	Prod.Kit	16
081	070	000	In Trees	1
081	071	000	SantaClv	1
081	072	000	Sforz<Br	1
081	073	000	Tine Pad	0
081	074	000	PdlSteel	0
081	075	000	Log Drum	0
081	076	000	House Ba	1
081	077	000	Ambi.Vox	1
081	078	000	MonoLead	1
081	079	000	Hackbret	1
081	080	000	HalifxNS	0
081	081	000	Drawbars	1
081	082	000	Fanfare	0
081	083	000	HardTine	1
081	084	000	DrGuitar	1
081	085	000	EtherBel	0
081	086	000	BassHrmo	0
081	087	000	Air Vox	0
081	088	000	Drum Hit	1
081	089	000	50sSciFi	0
081	090	000	SteamCld	0
081	091	000	Bouzouki	1
081	092	000	BrightBr	0
081	093	000	DWGS EP	0
081	094	000	JoyStick	1
081	095	000	WavCycle	0
081	096	000	Rap Bass	1
081	097	000	OooohPad	1
081	098	000	BrightPd	0
081	099	000	HarpPlck	1
081	100	000	ElastkPd	1
081	101	000	ExprssPF	1
081	102	000	PerkySax	1
081	103	000	CrFadeEP	1
081	104	000	NylonGtr	1
081	105	000	JewelBox	1
081	106	000	WoodnYou	1
081	107	000	SymphoBr	1
081	108	000	LeadStab	1
081	109	000	SpacePet	1
081	110	000	VS Organ	1
081	111	000	Brastero	1
081	112	000	Methn.EP	1
081	113	000	ShmiMlet	1
081	114	000	IceFlake	1
081	115	000	Chester	1
081	116	000	RthmJunk	1
081	117	000	BelShwer	1
081	118	000	Fisa 8'	1
081	119	000	TmbFlute	1
081	120	000	Strummer	1
081	121	000	Sweep Ba	1
081	122	000	PanMllet	1
081	123	000	SteamBrs	1
081	124	000	PrieDawn	0
081	125	000	RotaryOr	0
081	126	000	Horn Ens	1
081	127	000	SuprTine	0
081	000	001	Ephmrals	0
081	001	001	Tine Pad	0
081	002	001	Orch.Brs	0
081	003	001	Galaxies	0
081	004	001	RoseWdGt	0
081	005	001	VS Bells	0
081	006	001	CrFadeBa	0
081	007	001	TheStrs.	0
081	008	001	Tasian	0
081	009	001	Prod.Kit	16
081	010	001	AirRider	0
081	011	001	DWGS EP	0
081	012	001	Orch.Trp	0
081	013	001	Borealis	0
081	014	001	AlansRun	0
081	015	001	Gendar	0
081	016	001	ThumbBas	0
081	017	001	ChmbrEns	0
081	018	001	TidalWav	0
081	019	001	OrchPerc	0
081	020	001	OxygnMsk	0
081	021	001	PercOrg1	0
081	022	001	BrasBand	0
081	023	001	50sSciFi	0
081	024	001	ZingStr.	0
081	025	001	SolarBel	0
081	026	001	RezzoBas	0
081	027	001	Woodwind	0
081	028	001	Lub Pole	0
081	029	001	Log Drum	0
081	030	001	AirFlyte	0
081	031	001	SpitOrgn	0
081	032	001	Trombon2	0
081	033	001	Lore	0
081	034	001	Harmonic	0
081	035	001	BellTree	0
081	036	001	TechnoBa	0
081	037	001	Choir LR	0
081	038	001	Raw Deal	0
081	039	001	Mr. Gong	0
081	040	001	Pitzpan	0
081	041	001	BigOrgan	0
081	042	001	Fanfare	0
081	043	001	AlienVst	0
081	044	001	Strategy	0
081	045	001	Gamelan	0
081	046	001	Elec.Ba3	0
081	047	001	Heavenly	0
081	048	001	BelShwer	0
081	049	001	FreezDrm	16
081	050	001	DopplrPd	0
081	051	001	Drawbars	0
081	052	001	BrasSec2	0
081	053	001	BellRise	0
081	054	001	BlueMoon	0
081	055	001	EtherBel	0
081	056	001	Acou.Ba1	0
081	057	001	Soft Pad	0
081	058	001	WS Analg	0
081	059	001	GateVelo	16
081	060	001	Lub Pad	0
081	061	001	PianoPad	0
081	062	001	MutedEns	0
081	063	001	JetStrim	0
081	064	001	FeedbkGt	0
081	065	001	BabyGone	0
081	066	001	OctaveBa	0
081	067	001	VoxVoice	0
081	068	001	RezzoPad	0
081	069	001	Perc Kit	16
081	070	001	The Void	0
081	071	001	GospelOr	0
081	072	001	MuteTrom	0
081	073	001	Crickets	0
081	074	001	PedalStl	0
081	075	001	DigiMlet	0
081	076	001	Seq.Bass	0
081	077	001	ArcoAttk	0
081	078	001	TemplBel	0
081	079	001	VeloPerc	16
081	080	001	Hyprbora	0
081	081	001	Whirly	0
081	082	001	Sforz<Br	0
081	083	001	Steam	0
081	084	001	Mr.Clean	0
081	085	001	Bell Box	0
081	086	001	B. Bass	0
081	087	001	Air Vox	0
081	088	001	NuclrSun	0
081	089	001	Drum Hit	0
081	090	001	UnderWtr	0
081	091	001	OrganTrm	0
081	092	001	PerkySax	0
081	093	001	Flutter	0
081	094	001	Hrmonix2	0
081	095	001	New Bell	0
081	096	001	SynBass3	0
081	097	001	SwtReeds	0
081	098	001	MonoLead	0
081	099	001	PadPno.1	0
082	000	000	PpeDream	1
082	001	000	X Piano	0
082	002	000	Big Strs	1
082	003	000	AsiaJung	1
082	004	000	RockOn!!	1
082	005	000	GlockBel	1
082	006	000	FatRezBa	1
082	007	000	BreathVx	1
082	008	000	Xanalog	1
082	009	000	KrazyKit	16
082	010	000	Transfms	1
082	011	000	Killer B	1
082	012	000	PopBrass	1
082	013	000	HarpGlis	1
082	014	000	BrtSteel	1
082	015	000	PingMlet	1
082	016	000	UpriteBs	1
082	017	000	VelFlute	1
082	018	000	LA Synth	0
082	019	000	ComboKit	16
082	020	000	WavSweep	1
082	021	000	FunkRoad	1
082	022	000	AnalgStr	1
082	023	000	EuroPipe	1
082	024	000	Stratify	1
082	025	000	CrystIce	1
082	026	000	Dance Ba	1
082	027	000	GhostVox	1
082	028	000	FatFiltr	1
082	029	000	DownLoKt	16
082	030	000	Sputnik	1
082	031	000	SuprPerc	1
082	032	000	BrsSwell	1
082	033	000	Lore	1
082	034	000	FollowMe	1
082	035	000	Log&Bell	1
082	036	000	90s Bass	1
082	037	000	FreshWav	1
082	038	000	MIDI Grd	1
082	039	000	Mr. Gong	17
082	040	000	LandnPad	1
082	041	000	M1 Piano	0
082	042	000	Dyno Str	1
082	043	000	Tamboura	0
082	044	000	Chrunchr	1
082	045	000	StarFire	1
082	046	000	SynBass3	1
082	047	000	Woodwind	1
082	048	000	RezWaves	1
082	049	000	Manimals	16
082	050	000	Vortex	1
082	051	000	ClickOrg	1
082	052	000	St. Horn	1
082	053	000	MletLoop	0
082	054	000	Flamenco	1
082	055	000	MtlGhost	1
082	056	000	VeloPick	1
082	057	000	Ooooooze	1
082	058	000	Dr. Tapp	1
082	059	000	Loop SFX	16
082	060	000	TimeClks	1
082	061	000	Class EP	1
082	062	000	CelloEns	1
082	063	000	Godfathr	1
082	064	000	Funk Gtr	0
082	065	000	R.Gamlon	1
082	066	000	ChromeBa	1
082	067	000	RShkhchi	1
082	068	000	Spl.Sync	1
082	069	000	NatureKt	16
082	070	000	SyTronic	1
082	071	000	SuprBX-3	0
082	072	000	TrumpEns	1
082	073	000	Jaw Harp	0
082	074	000	RockChga	1
082	075	000	Ice Man	1
082	076	000	VeloSlap	1
082	077	000	FluttrPd	0
082	078	000	SwellPad	1
082	079	000	Natives!	16
082	080	000	Quarks	1
082	081	000	DynoTine	1
082	082	000	VelFlugl	1
082	083	000	PolkaBox	1
082	084	000	FeedbkGt	1
082	085	000	SwissBox	1
082	086	000	Big Mini	1
082	087	000	Arbesque	1
082	088	000	SynBrass	1
082	089	000	DrillMe!	16
082	090	000	Univrs.X	1
082	091	000	BigOrgan	1
082	092	000	EthncVln	1
082	093	000	R. Sitar	1
082	094	000	GreekGtr	1
082	095	000	MIDI Bel	1
082	096	000	Stick Ba	1
082	097	000	SoprnoVx	1
082	098	000	Solo Syn	1
082	099	000	Jet Star	17
082	100	000	ChunkaPk	1
082	101	000	ArcoAttk	1
082	102	000	HighWire	1
082	103	000	Stab Pad	1
082	104	000	CicadaBg	0
082	105	000	Pno&Str	1
082	106	000	Traverso	1
082	107	000	SpectrEP	1
082	108	000	Mr.Clean	0
082	109	000	Fat Slap	1
082	110	000	Choir LR	1
082	111	000	CmpThing	0
082	112	000	TunedDrm	0
082	113	000	TibetBel	1
082	114	000	Dbl Stop	1
082	115	000	WarmTrom	0
082	116	000	HolwBody	1
082	117	000	HdBamboo	1
082	118	000	TechBass	0
082	119	000	Cmposure	0
082	120	000	BrsSynth	1
082	121	000	EchoTbla	1
082	122	000	DrawOrgn	1
082	123	000	SwtReeds	1
082	124	000	MalletEP	1
082	125	000	Elec.Arc	1
082	126	000	VS Bells	1
082	127	000	SFX Kit	16
083	000	000	HyprWave	1
083	001	000	N264 Pno	1
083	002	000	UltraRez	1
083	003	000	MusiLoop	1
083	004	000	MnstrWah	1
083	005	000	NStrings	1
083	006	000	NuFrtles	1
083	007	000	RockStdy	1
083	008	000	TotalSyn	1
083	009	000	Zulu Kit	16
083	010	000	RavelPad	1
083	011	000	PnoMagic	1
083	012	000	Arpggiat	1
083	013	000	VuduSong	1
083	014	000	MinOD Ld	1
083	015	000	SlwSnset	1
083	016	000	SuperRnd	1
083	017	000	VoiceAah	1
083	018	000	DanceRmx	1
083	019	000	CbrTrash	1
083	020	000	Runaway	1
083	021	000	MutrnClv	1
083	022	000	Dbl Mini	1
083	023	000	ClkWorks	1
083	024	000	Rik&aPik	1
083	025	000	Fragment	1
083	026	000	DynoBass	1
083	027	000	JazzyOrg	1
083	028	000	Ana.Sync	1
083	029	000	PowrPlay	1
083	030	000	TknoSync	1
083	031	000	TXPnoTap	1
083	032	000	Stick2It	1
083	033	000	White Nz	0
083	034	000	R&R Gtr	1
083	035	000	Antartca	1
083	036	000	ThumbSlp	1
083	037	000	Velo B	1
083	038	000	Alaska	1
083	039	000	LazerTom	1
083	040	000	InThePad	1
083	041	000	Ster.Clv	1
083	042	000	Sqr.Bass	1
083	043	000	DreamBel	1
083	044	000	MetlKing	1
083	045	000	Undrscor	1
083	046	000	BigBottm	1
083	047	000	SmalOrch	1
083	048	000	Film Cue	1
083	049	000	CyberHit	1
083	050	000	Wavetbl	1
083	051	000	DynoRoad	1
083	052	000	Chro.Rez	0
083	053	000	TSunrise	1
083	054	000	Guitrist	1
083	055	000	Velo Vox	1
083	056	000	Clean Ba	1
083	057	000	Class B	1
083	058	000	SuprStab	1
083	059	000	ModernKt	16
083	060	000	ModMatrx	1
083	061	000	El.Piano	1
083	062	000	LowEndBa	1
083	063	000	JakSlide	0
083	064	000	Mandolin	1
083	065	000	Padnomic	1
083	066	000	RockBass	1
083	067	000	VocalChr	1
083	068	000	GhostStb	1
083	069	000	ThndrTom	1
083	070	000	Labyrnth	1
083	071	000	Wire Clv	1
083	072	000	LoEndRez	1
083	073	000	Waterfon	1
083	074	000	Elec. 12	1
083	075	000	AirFntsy	1
083	076	000	Thmb&Slp	1
083	077	000	GreenEye	1
083	078	000	PwrLayer	1
083	079	000	GiantDrm	1
083	080	000	WavWorld	1
083	081	000	SyVoxKey	1
083	082	000	Cyber Ba	1
083	083	000	THeavens	1
083	084	000	LightPiz	1
083	085	000	Syn Fife	1
083	086	000	Super Ba	1
083	087	000	VoxVoice	0
083	088	000	SnNoEvil	1
083	089	000	MarkTree	1
083	090	000	7th Wave	1
083	091	000	DW-8000	1
083	092	000	VibraHrp	1
083	093	000	Toy Bell	1
083	094	000	M1TnrSax	0
083	095	000	Sandman	1
083	096	000	DeepHous	1
083	097	000	BX3Mdium	1
083	098	000	Mega Syn	1
083	099	000	OldKlmba	1
083	100	000	Dr.Octav	1
083	101	000	Pitzpan	1
083	102	000	Leeeed	1
083	103	000	WndStorm	1
083	104	000	WarPipes	1
083	105	000	12StrGtr	1
083	106	000	Afri.Jam	1
083	107	000	HouseBa2	0
083	108	000	SynBras4	1
083	109	000	SitarSit	1
083	110	000	Fly Toys	0
083	111	000	TneWheel	1
083	112	000	BasnOboe	0
083	113	000	Emalisha	0
083	114	000	PercOrgn	1
083	115	000	SolarBel	1
083	116	000	FunkBass	1
083	117	000	Heavenly	0
083	118	000	Soft Pad	0
083	119	000	LstDream	1
083	120	000	OrgTouch	1
083	121	000	MutedEns	1
083	122	000	SiestaEP	1
083	123	000	Funk Gtr	0
083	124	000	Ice Bell	0
083	125	000	Thumb Ba	1
083	126	000	VelSweep	1
083	127	000	SFX Kt 2	16
089	000	000	StarBrst	0
089	001	000	LayerPno	0
089	002	000	SynthFat	0
089	003	000	Satelite	0
089	004	000	Mr. Tone	0
089	005	000	Calcutta	0
089	006	000	FnkSpice	0
089	007	000	LayerStr	0
089	008	000	SaxHeavn	0
089	009	000	Celbrate	0
089	010	000	1st Snow	0
089	011	000	Bass&Pno	0
089	012	000	FullBras	0
089	013	000	SingToMe	0
089	014	000	MrChorus	0
089	015	000	Javanese	0
089	016	000	LilBitO’	0
089	017	000	Phlarmny	0
089	018	000	HalfMoon	0
089	019	000	HereComz	0
089	020	000	Rzlution	0
089	021	000	Gospel	0
089	022	000	New Rave	0
089	023	000	FluttrPd	0
089	024	000	Shoe Str	0
089	025	000	Tethnic	0
089	026	000	FullPipe	0
089	027	000	Overture	0
089	028	000	Lead&Pad	0
089	029	000	Dulcimer	0
089	030	000	Storm'93	0
089	031	000	StakMidi	0
089	032	000	SmokyHrn	0
089	033	000	VelVxBel	0
089	034	000	Slap&Pop	0
089	035	000	Bass&Vbr	0
089	036	000	SuprPerc	0
089	037	000	Pizz&Bow	0
089	038	000	Aquarium	0
089	039	000	HousePty	0
089	040	000	BellCome	0
089	041	000	EP & Str	0
089	042	000	LatinBnd	0
089	043	000	HumnBeam	0
089	044	000	12Stereo	0
089	045	000	Instanbl	0
089	046	000	BusySplt	0
089	047	000	Orchestr	0
089	048	000	CymbLife	0
089	049	000	SpacePrt	0
089	050	000	BeachWlk	0
089	051	000	Dyno Pno	0
089	052	000	Cntrfold	0
089	053	000	In Light	0
089	054	000	VelChord	0
089	055	000	SugarBel	0
089	056	000	BluesHrp	0
089	057	000	Grndioso	0
089	058	000	OsakaJaz	0
089	059	000	MstrFisa	0
089	060	000	Autumn	0
089	061	000	ElPno&Ba	0
089	062	000	MstrFunk	0
089	063	000	VeloVoix	0
089	064	000	Split Ba	0
089	065	000	EthnoGeo	0
089	066	000	Rf&Ready	0
089	067	000	Madrigal	0
089	068	000	ChiffSpl	0
089	069	000	Dagobar	0
089	070	000	ChildSng	0
089	071	000	Pontette	0
089	072	000	Go Sweep	0
089	073	000	SilkRoad	0
089	074	000	Nashvill	0
089	075	000	Bolshoi	0
089	076	000	WaspStin	0
089	077	000	AnalgStr	0
089	078	000	ChrisTal	0
089	079	000	RaveHits	0
089	080	000	Sun’Tron	0
089	081	000	SamAntic	0
089	082	000	SwtMutes	0
089	083	000	Nebulae	0
089	084	000	Dole Bee	0
089	085	000	Sphinx	0
089	086	000	DeepOrgn	0
089	087	000	Str. Atk	0
089	088	000	Lass&Tim	0
089	089	000	DeadStar	0
089	090	000	FreeTime	0
089	091	000	PnoSings	0
089	092	000	Big Idea	0
089	093	000	Safari	0
089	094	000	Gtr&Pad	0
089	095	000	ChinaBel	0
089	096	000	Sky Cat	0
089	097	000	Harp Str	0
089	098	000	NightTap	0
089	099	000	Slammin’	0
089	100	000	SeaHorse	0
089	101	000	Pwr Comp	0
089	102	000	MidiWind	0
089	103	000	ProxMidi	0
089	104	000	Oh-La-La	0
089	105	000	IndianOr	0
089	106	000	DoublBow	0
089	107	000	Backyard	0
089	108	000	Cnt.OnMe	0
089	109	000	Trp.Bras	0
089	110	000	Acapela	0
089	111	000	AndyPlay	0
089	112	000	FairyBel	0
089	113	000	Leti	0
089	114	000	Canyon	0
089	115	000	StealDrm	0
089	116	000	Rite&Lft	0
089	117	000	TwoInOne	0
089	118	000	ODriveLd	0
089	119	000	Red Sun	0
089	120	000	Ethnetic	0
089	121	000	Wedding	0
089	122	000	Concerto	0
089	123	000	LegatoRd	0
089	124	000	Bavaria	0
089	125	000	RainChme	0
089	126	000	VxGamlan	0
089	127	000	DynamoBa	0
090	000	000	SolarFlr	0
090	001	000	St. Keys	0
090	002	000	XStrings	0
090	003	000	Ana.King	0
090	004	000	CrnkItUp	0
090	005	000	HeadHntr	0
090	006	000	RockOrgn	0
090	007	000	X Brass	0
090	008	000	Singers	0
090	009	000	WildDrum	0
090	010	000	<West>	0
090	011	000	Super EP	0
090	012	000	WindOrch	0
090	013	000	MaxiStab	0
090	014	000	12String	0
090	015	000	<East>	0
090	016	000	Chor.Clv	0
090	017	000	Bass/Hrn	0
090	018	000	IceBells	0
090	019	000	WildSplt	0
090	020	000	Warrior	0
090	021	000	FatPiano	0
090	022	000	Sonata	0
090	023	000	LayerSyn	0
090	024	000	Wave Gtr	0
090	025	000	EthnOrch	0
090	026	000	Cathedrl	0
090	027	000	BrsSwell	0
090	028	000	JavaBell	0
090	029	000	PhntmSax	0
090	030	000	Anci.Sun	0
090	031	000	VeloRoad	0
090	032	000	Symphny	0
090	033	000	NeuroFnk	0
090	034	000	Slappin'	0
090	035	000	EastAfrc	0
090	036	000	UltrPerc	0
090	037	000	Sax Men	0
090	038	000	LunarBel	0
090	039	000	<Hell>	0
090	040	000	<Heaven>	0
090	041	000	Rock Pno	0
090	042	000	ChmbrOrc	0
090	043	000	MultiRez	0
090	044	000	ChorusGt	0
090	045	000	ZenGardn	0
090	046	000	Acordion	0
090	047	000	MutedHrn	0
090	048	000	PizzoSyn	0
090	049	000	Rap T.K.	0
090	050	000	Megatron	0
090	051	000	BsEP&Str	0
090	052	000	Fanfare	0
090	053	000	BigSwell	0
090	054	000	StkSplit	0
090	055	000	IndiaJam	0
090	056	000	Hpsichrd	0
090	057	000	Bass/Brs	0
090	058	000	MoonSton	0
090	059	000	Torqmada	0
090	060	000	Crosfade	0
090	061	000	SuperKey	0
090	062	000	WoodWind	0
090	063	000	OctaveLd	0
090	064	000	Mlaguena	0
090	065	000	RythmPpe	0
090	066	000	F.Manual	0
090	067	000	Bows/Trp	0
090	068	000	Airiana	0
090	069	000	SpaceZon	0
090	070	000	NewWorld	0
090	071	000	Digi Pno	0
