MSB	PRG	LSB	NME
099	016	077	DrwOrg12
099	017	000	PrcOrg 1
099	017	064	PrcOrg 2
099	017	065	PrcOrg 3
099	017	066	DxJazOr1
099	017	067	PrcOrg 4
099	017	068	PrcOrg 5
099	017	069	PrcOrg 6
099	017	070	PrcOrg 7
099	017	071	PrcOrg 8
099	017	072	PrcOrg 9
099	017	073	PrcOrg10
099	017	074	PrcOrg11
099	017	075	PrcOrg12
099	017	076	PrcOrg13
099	017	077	PrcOrg14
099	017	078	SynOrg 1
099	018	000	RckOrg 1
099	018	064	RckOrg 2
099	018	065	RckOrg 3
099	018	066	RckOrg 4
099	018	067	RckOrg 5
099	018	068	RckOrg 6
099	018	069	RckOrg 7
099	018	070	RckOrg 8
099	018	071	RckOrg 9
099	018	072	RckOrg10
099	018	073	RckOrg11
099	018	074	RckOrg12
099	018	075	SynOrg 2
099	019	000	DXChrch1
099	019	064	PipeOrg1
099	019	065	PipeOrg2
099	019	066	DXChrch2
099	019	067	PipeOrg3
099	019	068	PipeOrg4
099	019	069	PipeOrg5
099	020	000	PufOrgn1
099	020	064	SoftRdOr
099	020	065	PufOrgn2
099	020	066	StretOrg
099	021	000	DX-Acrd1
099	021	064	DX-Acrd2
099	021	065	DX-Acrd3
099	021	066	DX-Acrd4
099	021	067	DX-Acrd5
099	022	000	DX-Hmnc1
099	022	064	DX-Hmnc2
099	022	065	BuzzHarp
099	022	066	FM-Hmnc1
099	022	067	FM-Hmnc2
099	023	000	DX-TngAc
099	024	000	DX-AcGt1
099	024	064	DX-AcGt2
099	024	065	DX-AcGt3
099	024	066	DX-AcGt4
099	024	067	Lute Gtr
099	024	068	DX-AcGt5
099	024	069	Mrmb Gtr
099	025	000	DX-PkGt1
099	025	064	DX-PkGt2
099	025	065	DX-PkGt3
099	025	066	DX-PkGt4
099	025	067	DX-PkGt5
099	025	068	DX-PkGt6
099	025	069	DX-PkGt7
099	025	070	Tite Gtr
099	025	071	Gtr Box
099	025	072	LongNail
099	025	073	Firenze
099	025	074	Folknik
099	025	075	RytmPluk
099	026	000	DX-JzGt1
099	026	064	DX-JzGt2
099	026	065	DX-JzGt3
099	026	066	DX-JzGt4
099	027	000	DX-ClGt1
099	027	064	DX-ClGt2
099	027	065	DX-ClGt3
099	027	066	DX-ClGt4
099	027	067	DX-ClGt5
099	027	068	DX-ClGt6
099	027	069	DX-ClGt7
099	027	070	DX-ClGt8
099	028	000	DX-MtGt1
099	028	064	DX-MtGt2
099	028	065	DX-MtGt3
099	028	066	DX-MtGt4
099	028	067	HevyGage
099	029	000	DX-ODGt
099	030	000	Fuzz Gtr
099	030	064	DX-DsGt1
099	030	065	DX-DsGt2
099	030	066	DX-DsGt3
099	030	067	DX-DsGt4
099	030	068	DX-DsGt5
099	032	000	DX-WdBa1
099	032	064	DX-WdBa2
099	032	065	DX-WdBa3
099	032	066	SmohBass
099	032	067	After 88
099	032	068	DX-WdBa4
099	032	069	DX-WdBa5
099	033	000	DX-FgBa1
099	033	064	DX-FgBa2
099	033	065	HarmBass
099	033	066	NstyBass
099	033	067	FustBass
099	033	068	ClavBass
099	033	069	DX-FgBa3
099	033	070	Inorganc
099	034	000	DX-PkBa1
099	034	064	PickPluk
099	034	065	ChifBass
099	034	066	Plktrmbs
099	034	067	Owl Bass
099	034	068	MtalBass
099	034	069	WireBass
099	035	000	FrtlsBa1
099	035	064	FrtlsBa2
099	035	065	FrtlsBa3
099	035	066	FrtlsBa4
099	035	067	FrtlsBa5
099	036	000	RundWund
099	036	064	SlapStrg
099	036	065	LiteSlap
099	036	066	ImpctBas
099	036	067	Afresh
099	037	000	DigiBas1
099	037	064	SuprBas1
099	037	065	DrhtBass
099	037	066	Brainacs
099	037	067	DigiBas2
099	038	000	DX-SyBa1
099	038	064	DX-SyBa2
099	038	065	DX-SyBa3
099	038	066	Cutmandu
099	038	067	DX-SyBa4
099	038	068	BassNovo
099	038	069	DX-SyBa5
099	038	070	DX-SyBa6
099	038	071	DX-SyBa7
099	038	072	DX-SyBa8
099	039	000	DX-Bass1
099	039	064	Remark
099	039	065	DX-Bass2
099	039	066	DX-Bass3
099	039	067	Hop Bass
099	039	068	Excite
099	039	069	DX-Bass4
099	040	000	DX-Vln 1
099	040	064	DX-Vln 2
099	040	065	DX-Vln 3
099	041	000	DX-Vla 1
099	041	064	DX-Vla 2
099	042	000	DX-Celo1
099	042	064	Rosin
099	042	065	DX-Celo2
099	042	066	DX-Celo3
099	045	000	DX-Pizz1
099	045	064	Pizz Str
099	046	000	LuteHarp
099	046	064	Syn Harp
099	046	065	OrchHarp
099	046	066	Harp+Flt
099	047	000	DX-Tmpni
099	048	000	Mid Str1
099	048	064	Mid Str2
099	048	065	Brit Str
099	048	066	DX-Str 1
099	048	067	DX-Str 2
099	048	068	DX-Str 3
099	048	069	DX-Str 4
099	048	070	DX-Str 5
099	048	071	DX-Str 6
099	048	072	DX-Str 7
099	048	073	DX-Str 8
099	049	000	WarmStr1
099	049	064	Low Str1
099	049	065	Low Str2
099	049	066	DX-Str10
099	049	067	DX-Str11
099	049	068	DX-Str12
099	049	069	DX-Str13
099	050	000	DX-SySt1
099	050	064	Anna Str
099	050	065	SmalSect
099	050	066	Michelle
099	050	067	DX-SySt2
099	050	068	DX-SySt3
099	050	069	DX-SySt4
099	050	070	DX-AnSt1
099	050	071	DX-AnSt2
099	050	072	AgtateMs
099	050	073	SolinePf
099	050	074	Soft Bow
099	050	075	GntlMind
099	050	076	Gypsy
099	051	000	DX-SySt6
099	051	064	DX-SySt7
099	051	065	DX-AnSt3
099	051	066	MM-Str 1
099	051	067	WarmStr3
099	051	068	WarmStr4
099	051	069	HalOrch1
099	051	070	HalOrch2
099	051	071	Maxi Str
099	051	072	SilkHall
099	051	073	Aftrnoon
099	051	074	ST.Machn
099	051	075	MoterDrv
099	052	000	DX-Cho 1
099	052	064	DX-Cho 2
099	052	065	DX-Cho 3
099	052	066	DX-Cho 4
099	052	067	DX-Cho 5
099	054	000	DX-Cho 6
099	054	064	DX-Cho 7
099	054	065	DX-Cho 8
099	054	066	MM-Vce 1
099	054	067	MM-Vce 2
099	054	068	MM-Vce 3
099	054	069	Dbvoxfem
099	054	070	Lady Vox
099	054	071	SpaceVox
099	054	072	Syn Vox
099	056	000	DX-Trpt1
099	056	064	DX-Trpt2
099	056	065	DX-Trpt3
099	056	066	DX-Trpt4
099	056	067	SlvTrmpt
099	057	000	DX-Trb 1
099	057	064	DX-Trb 2
099	057	065	Mute Trb
099	058	000	DX-Tuba1
099	058	064	DX-Tuba2
099	060	000	DX-Horn
099	060	064	MelwHrn1
099	060	065	MelwHrn2
099	060	066	MletHorn
099	060	067	BlnchHrn
099	060	068	AlpsHorn
099	060	069	VibraHrn
099	061	000	DX-BrSc1
099	061	064	DX-BrSc2
099	061	065	5th Brss
099	061	066	TightBr1
099	061	067	TightBr2
099	061	068	BlowBrss
099	061	069	BrssSect
099	061	070	WarmBrss
099	061	071	Horn Ens
099	061	072	Fanfare
099	062	000	CS80-Br1
099	062	064	CS80-Br2
099	062	065	DX-SBr 1
099	062	066	DX-SBr 2
099	062	067	DX-SBr 3
099	062	068	DX-SBr 4
099	062	069	DX-SBr 5
099	062	070	DX-SBr 6
099	062	071	MM-Brss1
099	062	072	MM-Brss2
099	062	073	MM-Brss3
099	062	074	Funkrhyt
099	062	075	PowerDrv
099	062	076	RahlBrss
099	062	077	UltraDrv
099	062	078	Ana Poly
099	062	079	Court
099	062	080	Juice
099	063	000	ChorsBrs
099	063	064	SyntiBrs
099	063	065	DX-SBr 7
099	063	066	SamplBrs
099	063	067	SinglBrs
099	063	068	ThickBrs
099	063	069	XyloBrss
099	063	070	OrchBrss
099	063	071	Ensemble
099	063	072	Kingdom
099	064	000	DxSprnSx
099	065	000	DxAltoSx
099	066	000	DxTenrSx
099	066	064	DX-Tsax
099	068	000	Oboe 1
099	068	064	Oboe 2
099	068	065	Oboe 3
099	069	000	Eng.Horn
099	070	000	Bassoon
099	071	000	VbrtClar
099	071	064	SlowClar
099	071	065	DX-Clar1
099	071	066	DX-Clar2
099	072	000	Piccolo1
099	072	064	Piccolo2
099	073	000	DX-Flt 1
099	073	064	DX-Flt 2
099	073	065	DX-Flt 3
099	073	066	DX-Flt 4
099	073	067	DX-Flt 5
099	073	068	DX-Flt 6
099	073	069	DX-Flt 7
099	073	070	MtalFlut
099	073	071	AirBlowr
099	074	000	Recordr1
099	074	064	Recordr2
099	074	065	Recordr3
099	075	000	DX-PnFl1
099	075	064	Forest99
099	075	065	Harvest
099	076	000	Fuhppps!
099	076	064	DX-Botle
099	076	065	Quena
099	078	000	Whistle1
099	079	000	DX-Ocrn1
099	079	064	DX-Ocrn2
099	079	065	DX-Ocrn3
099	080	000	DX-Squar
099	080	064	DX-SLd 1
099	080	065	DX-SLd 2
099	080	066	LyleLead
099	080	067	DX-SLd 3
099	080	068	DX-SLd 4
099	080	069	DX-SLd 5
099	080	070	DX-SLd 6
099	081	000	DXSyLd 1
099	081	064	DXSyLd 2
099	081	065	DXSyLd 3
099	081	066	Super DX
099	081	067	DXSyLd 4
099	081	068	DXSyLd 5
099	081	069	DXSyLd 6
099	081	070	DXSyLd 7
099	081	071	Vibratrn
099	081	072	DXSyLd 8
099	081	073	Winwood
099	082	000	CaliopL1
099	082	064	CaliopL2
099	082	065	PuffPipe
099	082	066	CaliopL3
099	083	000	BrsLead1
099	083	064	DX-WahLd
099	083	065	BrsLead2
099	083	066	BrsLead3
099	083	067	DXAtkLd
099	084	000	Au Campo
099	084	064	LeadPhon
099	084	065	SweepLd
099	084	066	LdSbHarm
099	085	000	DX-VceLd
099	085	064	Giovanni
099	085	065	SnglLine
099	086	000	Fifths 1
099	086	064	Fifths 2
099	087	000	LeadLine
099	087	064	BassLead
099	087	065	EadgbeLd
099	087	066	DX-Ba+Ld
099	087	067	FrtlsLd
099	088	000	HyperSqr
099	088	064	Cho+Mrmb
099	088	065	IceHeven
099	088	066	MM-Prety
099	088	067	TngVoice
099	088	068	Str Tine
099	089	000	Film Pad
099	089	064	DX-SawPd
099	089	065	ElecComb
099	089	066	Fl.Cloud
099	089	067	Floating
099	089	068	BrsyWarm
099	089	069	WhstlPad
099	090	000	BritePad
099	090	064	SyBr Pd1
099	090	065	SyBr Pd2
099	090	066	SyBr Pd3
099	090	067	SyBr Pd4
099	090	068	SyBr Pd5
099	090	069	SyBr Pd6
099	090	070	SyBr Pd7
099	090	071	ClaviPad
099	090	072	Dspo Pad
099	090	073	FnerThng
099	090	074	MnstrPad
099	090	075	WhaserPd
099	090	076	BackSuir
099	090	077	PsrSweep
099	091	000	DX-ChPd1
099	091	064	Anna Pad
099	091	065	Whisper1
099	092	000	BowPad 1
099	092	064	BowPad 2
099	092	065	BowPad 3
099	092	066	Ethereal
099	092	067	Glassy
099	092	068	GlssHarp
099	092	069	Ice Glxy
099	092	070	SpceTrip
099	093	000	DX-MtPd1
099	093	064	InitEnsm
099	093	065	MtlSweep
099	093	066	Gior Pad
099	094	000	GrngePad
099	094	064	StacHevn
099	095	000	SweepPd1
099	095	064	Evlution
099	095	065	Phasers
099	095	066	FM-Grwth
099	097	000	FluvPush
099	098	000	MtalGlkn
099	098	064	BellPluk
099	098	065	MtalDlcm
099	098	066	MetalBox
099	099	000	PrdsGlok
099	099	064	Brassy
099	099	065	Electric
099	099	066	DX-Atms1
099	099	067	DX-Atms2
099	100	000	DX-Brit1
099	100	064	DX-Brit2
099	100	065	SynBrite
099	101	000	Fmilters
099	102	000	WaterLog
099	103	000	DX-ScFi1
099	103	064	DX-ScFi2
099	103	065	Baroque
099	103	066	DX-ScFi3
099	103	067	DX-Stars
099	104	000	DX-Sitr1
099	104	064	DX-Sitr2
099	104	065	JuceHarp
099	104	066	Xanu
099	104	067	EthrFour
099	105	000	DX-Banjo
099	106	000	Shamisn1
099	106	064	Shamisn2
099	106	065	Shamisn3
099	107	000	DX-Koto
099	107	064	Koto+Flt
099	108	000	DX-Klmb1
099	108	064	DX-Klmb2
099	108	065	DX-Klmb3
099	109	000	DX-BgPip
099	110	000	DX-Fidle
099	111	000	ScchTone
099	112	000	HandBel1
099	112	064	HandBel2
099	112	065	TrcrBell
099	113	000	DX-Aggo1
099	113	064	DX-Aggo2
099	114	000	StlDrum1
099	114	064	StlDrum2
099	114	065	Jamaica
099	114	066	SteelCan
099	115	000	Block
099	116	000	Janpany
099	116	064	SoftHead
099	118	000	MM-SDr 1
099	118	064	MM-SDr 2
099	118	065	Tom Herz
