ID	Name
YamaEP's	Yamaha EPs
Vintg'74	Vintage'74
Dave's B	Dave'sBOrg
NaturalS	Natural S7
ElegantS	Elegant S7
Bright S	BrightS700
Dark S	Dark S700
Intimate	IntimateS7
Mono S	Mono S700
FulGrand	Full Grand
Ragtime	RagtmHkyTk
Agresive	Aggressive
HousePno	HousePiano
OldBlues	Old Blues
1968 Pno	1968 Piano
MonoComp	Mono Comp
78rpmPno	78rpmPiano
BaladKey	Ballad Key
80sLayer	80's Layer
BladStak	BalladStak
Pno Back	Piano Back
Pno&Str	Piano&Strs
Pno&Ooh	Piano&Oohs
Digi.Grd	Digi.Grand
HardCP80	Hard CP80
CP80&EP	CP80 & EPno
DynoStrt	DynoStrait
ChrsDyno	ChorusDyno
ChrsHard	ChorusHard
80th Bst	80th Boost
R&B Soft	SoftR&BPno
HrdVintg	HrdVintage
PhaseVin	Phaser Vin
SoftCase	Soft Case
Early70s	Early 70's
Sweetnes	Sweetness
VintgFas	PhasedVntg
EarlyFsn	Early Fusn
VintgCas	CasedVintg
Contempo	ContempoEP
Mr.Klank	Mr. Klank
E.PnoPad	E.PianoPad
BelChors	BellChorus
FM E.Pno	FM E.Piano
BalladEP	Ballad EP.
SparkTne	SparkleTne
Anal.Pno	Analog Pno
Anal.EP	Analog EP.
WurlTrem	Trem.Wurli
WurliAmp	AmpedWurli
VintgClv	VintageClv
SuperClv	SuperClavi
St.Clavi	StereoClav
HollwClv	HollowClav
NuPhasin	NewPhasing
PulseClv	PulseClavi
TouchClv	TouchClavi
Marimbl1	Marimbell1
Marimbl2	Marimbell2
Kalimbel	Kalimbell
Tibetan	TibetanBel
HandBell	Hand Bells
VbrBowMW	BowedVbrMW
MetlFish	Metal Fish
BazrBels	BazaarBels
MstcBowl	MysticBowl
Twinkle	TwinkleBel
StickBel	Stick Bell
IceBells	Ice Bells
ChorsBel	ChorusBell
StackBel	Stack Bell
BelChiff	Bell Chiff
NiceBell	Nice Bells
NoisyBel	NoisyBells
SakoBell	Sako Bells
J-Pop	J-Pop Bell
SynStlDr	SynStlDrum
ToyPiano	Toy Piano
WoodBell	Wood Bells
IslndBel	IslandBell
Log&Drum	Log & Drum
TmpBlGlk	Tmp/Bl/Glk
VelOrPrc	VeloPercOr
PetitOrg	PetitOrgan
Imprompt	Impromptu
MixtureO	MixtureOrg
St. Paul	St.PaulOrg
FlutyPpe	FluteyPipe
St.Peter	St.PeterOr
CleanOrg	CleanOrgan
ReedSplt	Split Reed
TradiOrg	TradiOrgan
SundayOr	Sunday Org
BrthPipe	BreathPipe
ReedPipe	Reed Pipes
Medieval	MedievalOr
PreludeO	PreludeOrg
OohPipes	Ooh Pipes
GreenTea	Green Tea
BassWalk	Bass Walk
AmpedOrg	AmpedOrgan
VintageC	Vintage C.
2nd Perc	2ndPercOrg
1685&13	16+8+5&1/3
JazzyOr1	JazzyOrgn1
JazzyOr2	JazzyOrgn2
GreasyOr	Greasy Or.
SwishieO	SwishieOrg
Ful/Cvib	Full/CVib
MellowPp	MellowPipe
Nu Shade	NewShadeOr
Cool Cat	CoolCatOrg
FluteyOr	FluteyOrgn
LeftMnl.	LeftManual
DrawCtrl	DrawContrl
GospSplt	GosplSplit
SoulemnO	SoulemnOrg
FullyOrg	FullyOrgan
Progress	Progressy
CrunchyO	CrunchyOrg
RockyOrg	RockyOrgan
DistFull	DistFullOr
EarlyBrd	Early Bird
AnaDrwOr	AnaDrawbar
TinyOrgn	Tiny Organ
PaddyOrg	PaddyOrgan
MellowOr	Mellow Org
RezDrwOr	RezDrawOrg
OrganPad	Organ Pad
PantherO	Panther Or
SawCombo	SawComboOr
1967Keys	1967 Keys
CompactO	CompactOrg
Espa.Gtr	SpanishGtr
Nyln+Hrm	Nylon+Harm
SimpStlG	SimplStlGt
StlCmprG	StlCmprsGt
MuteSliG	Mute&SlidG
Ac&HrmGt	Acou&HarmG
StlSwtch	StlSwtchGt
MegaStlG	MegaStlGtr
Mega12St	Mega12StrG
JazzyPik	JazzyPickG
JazGtMel	JazzGtMelo
VeloJazz	VeloJazzGt
2CoilAm1	2CoilAmpG1
2CoilAm2	2CoilAmpG2
DistantG	DistantGtr
AltRockr	AltRockerG
RotatrGt	RotaterGtr
Baby Gtr	BabyGuitar
MegaClnG	MegaCleanG
OvrDrivn	OverDriven
