ID	Name
Standard	StandardKt
Standrd2	Standard 2
PowerKit	Power Kit
ElectrKt	ElectroKit
AnalogKt	Analog Kit
BrushKit	Brush Kit
SymphnKt	SymphonyKt
Orch.Kit	Orchestra
GrandPno	Piano 1
BritePno	Piano 2
EGrndPno	Piano 3
HnkyTonk	Honky Tonk
ElPiano1	E. Piano 1
ElPiano2	E. Piano 2
Hrpschrd	Harpsicord
Clvichrd	Clavichord
MusicBox	Music Box
Vibrafon	Vibraphone
Xylophon	Xylophone
TubulBel	Tubular
Dulcimer	Santur 1
DrawOrgn	Organ 1
PercOrgn	Organ 2
RockOrgn	Organ 3
ChrchOrg	Church Org
ReedOrgn	Reed Organ
Acordion	Accordion
Harmnica	Harmonica
TangoAcd	Bandoneon
NylonGtr	Nylon Gtr.
SteelGtr	Steel Gtr.
Jazz Gtr	Jazz Gtr.
CleanGtr	Clean Gtr.
MutedGtr	Muted Gtr.
OvrDrvGt	OverdrvGtr
Dist.Gtr	Dist. Gtr.
GtrHarmo	GtrHarmonx
Aco.Bass	AcousticBs
FngrBass	FingeredBs
PickBass	PickedBass
Fretless	FretlessBs
SlapBass	SlapBass 1
SlapBas2	SlapBass 2
SynBass1	SynthBass1
SynBass2	SynthBass2
Contrbas	Contrabass
Trem.Str	TremoloStr
Pizz.Str	PizzString
Strings1	Strings 1
Strings2	Slow Str.1
Syn.Str1	SynthStr.1
Syn.Str2	SynthStr.2
ChoirAah	ChoirAahs1
VoiceOoh	Voice Oohs
SynVoice	SynthVoice
Orch.Hit	Orch. Hit
MutedTrp	MutedTrmpt
FrchHorn	Fr. Horn 1
BrasSect	Brass 1
SynBras1	Syn.Brass1
SynBras2	Syn.Brass2
SprnoSax	SopranoSax
TenorSax	Tenor Sax
Bari.Sax	BaritoneSx
Eng.Horn	EnglishHrn
PanFlute	Pan Flute
BotlBlow	BottleBlow
Shakhchi	Shakuhachi
SquareLd	SquareLead
Saw Lead	SawtoothLd
CaliopLd	Caliope Ld
Chiff Ld	Chiffer Ld
CharanLd	Charang Ld
Voice Ld	Voice Lead
Fifth Ld	Fifth Lead
Bass&Ld	Bass&Lead
NewAgePd	Fantasia
PolySyPd	Polysynth
ChoirPad	Choir Pad
BowedPad	BowedGlass
MetalPad	Metal Pad
SweepPad	Sweep Pad
SoundTrk	Soundtrack
Atmosphr	Atmosphere
Bright	Brightness
Echoes	Echo Drops
Sci-Fi	Star Theme
TnklBell	TinkleBell
SteelDrm	SteelDrums
Woodblok	Woodblock
MelodTom	Melod. Tom
Syn Drum	Synth Drum
RevCymbl	Rev.Cymbal
FretNoiz	Fret Noise
BrthNoiz	BreathNoiz
Telphone	Telephone
Helicptr	Helicopter
GM2 Ext?	GM2 Ext. ?
