ID	Name
ClvchrdK	ClvichordK
GrandP #	GrndPiano#
GrndPnoK	GrndPianoK
MelloGrP	MelloGrPno
PianoStr	PianoStrng
DreamPno	DreamPiano
ConGrand	Con. Grand
ConGrndK	Con.GrandK
DblConGr	DblConGrnd
OldAcPno	OldAcPiano
GrandP *	LvGrandPno
StGrdPf*	LvStGrdPno
BriteP #	BritPiano#
BritPnoK	BritPianoK
StBrtPno	StBritePno
DetBrPno	Det.BrtPno
MIDI Gr4	MIDIGrand4
EGndPnoK	ElGrndPnoK
Det.CP80	DetuneCP80
LayerCP1	LayeredCP1
LayerCP2	LayeredCP2
HnkyTnkK	HonkyTonkK
EPiano1#	El.Piano1#
EPiano1K	ElPiano 1K
MellowEP	Mellow EP.
ChorusEP	Chorus EP.
HardEPno	Hard ElPno
VX E.Pno	VX ElPiano
60sElPno	60s' ElPno
Diploid1	Diploid 1
Diploid2	Diploid 2
Diploid3	Diploid 3
Easy EP	Easy ElPno
Cheap EP	Cheap EP.
TrmStcEP	TremStcsEP
GalaxyEP	Galaxy EP
Trem.EP*	Trem. EP *
EPiano2#	El.Piano2#
EPiano2K	ElPiano 2K
Chor.EP2	ChorusEP.2
DX Hard	DX Hard EP
DXLegend	DX Legend
DXAnalog	DX Analog
DX Kt EP	DX Koto EP
VX EPno2	VX EPiano2
DX Malet	DX Mallet
Shirakwa	Shirakawa
ShivrDX+	ShiverDX +
DXModern	DX Modern
HyprTine	HyperTines
BVenusEP	BelVenusEP
HpschrdK	HrpsichrdK
Hpschrd2	Hrpsichrd2
Hpschrd3	Hrpsichrd3
Clavi. #	Clavinet #
ClvinetK	Clavinet K
ClaviWah	ClvchrdWah
PulseClv	PulseClavi
PiercClv	PierceClav
SupClavi	SuperClavi
HardyPlk	HardyPluck
BrtClav*	Brt.Clavi*
FM Celst	FM Celesta
S. Orgel	SmallOrgel
VibrafnK	VibrafoneK
HardVibr	HardVibrfn
MarimbaK	Marimba K
SMarimba	SineMrimba
Balafone	Balaphone
Log Drum	Log Drums
ChrchBel	ChurchBell
Dulcmer2	Dulcimer 2
DrawOrg#	DrawOrgan#
DetDrwOr	DetDrawOrg
60sDrOrg	60sDrawOrg
60sDrOr2	60sDrawOr2
70sDrOrg	70sDrawOrg
DrawOrg2	DrawOrgan2
60sDrOr3	60sDrawOr3
EvenBar	Even Bar
Organ Ba	Organ Bass
70sDrOr2	70sDrawOr2
CheezOrg	CheeseOrgn
DrawOrg3	DrawOrgan3
ClkGspOr	ClikGospOr
Mood Org	Mood Organ
JazzOrg1	JazzOrgan1
JazzOrg2	JazzOrgan2
JazzOrg3	JazzOrgan3
PercOrg#	PercOrgan#
70sPcOrg	70sPercOrg
DetPrcOr	DetPercOrg
LightOrg	LightOrgan
PercOrg2	PercOrgan2
WarmJazz	WarmJazzOr
BeepOrgn	Beep Organ
RockOrg#	RockOrgan#
RotaryOr	RotaryOrgn
SlwRotar	SlowRotary
FstRotar	FastRotary
RockOrg*	RockOrgan*
ChurOrg3	ChurchOrg3
ChurOrg2	ChurchOrg2
NotreDam	Notre Dame
OrgFlute	OrganFlute
TrmOrgFl	TrmOrFlute
PuffOrgn	Puff Organ
AccordIt	AcordionIt
Harmo. 2	Harmonica2
TngoAcd2	TangoAcod2
NylonGt#	Nylon Gt.#
NylonGt2	Nylon Gt.2
NylonGt3	Nylon Gt.3
VelGtHrm	VelGtHrmnx
DecayEsG	DecayEspGt
ClassGt*	ClassicGt*
SteelGt#	Steel Gt.#
SteelGt2	Steel Gt.2
12StrGtr	12-Str Gt.
Nyln&Stl	Nyln&Steel
Stl&Body	Steel&Body
Nashv.Gt	Nashville
OldSampl	Old Sample
JazzGtr#	Jazz Gtr.#
MelloGtr	Mellow Gt.
Jazz Amp	JazzGtrAmp
OctPlate	Oct. Plate
MidSJazz	MidSupJzGt
NekRough	Neck.Rough
JazzGtr*	Jazz Gtr.*
PdlSteel	PedalSteel
ClnGtr**	CleanGtr**
ChorusGt	Chorus Gt.
CleanGt2	Clean Gt.2
MidT.Gtr	MidToneGt.
MidTGtSt	MidTnGtrSt
NasalGtr	Nasal Gtr.
HammrMid	Mid Hammer
HammrBrg	BridgeHamr
HammrDbl	Dbl Hammer
HammrSt.	St. Hammer
60sClnGt	60sClnGtr.
MutedGt#	Muted Gt.#
Funk Gtr	Funk Gtr 1
MuteStlG	MuteSteelG
FunkGtr2	Funk Gtr 2
WrenchGt	Wrench Gtr
Heavy Wr	HeavyWrnch
GrvyMtGt	GroovyMtGt
Mu.DstGt	MuteDistGt
Ovrdriv#	Overdrive#
OvdrGtDt	OvdrGtrDet
Gt.Pinch	Gtr. Pinch
BrtMnhtn	BriteMnhtn
Ovrdriv*	Overdrive*
Dist.Gt#	Dist. Gt.#
DstRthmG	DistRthmGt
DistGtr2	Dist.Gtr 2
DistGtr3	Dist.Gtr 3
PowerGt2	PowerGtr.2
PowerGtr	Power Gtr.
Dst.5ths	Dist. 5ths
FeedbkGt	FeedbackGt
FeedbkG2	FeedbackG2
TwinDist	TwinDistGt
RckRthm2	RockRthm 2
RockRthm	RockRhythm
Bite +	Bite Plus
AcouHarm	Acou.Harmo
GtFeedbk	GtFeedback
GtrHrmo2	GtrHarmo 2
Acou.Ba#	Acou.Bass#
JazzRthm	JazzRhythm
PkAcouBa	PickAcouBa
VXUprght	VX Upright
BostonBa	BostonBass
WalkSyBa	Walk'SynBa
FingrBa#	FingerBas#
FingrDrk	FingerBsDk
FlangrBa	Flanger Ba
Ba&DstEG	Ba&DstEGtr
FngrSlap	FingerSlap
FngrBas2	FingerBas2
Jazzy Ba	Jazzy Bass
Mod Bass	Modul.Bass
RezChase	Reso.Chase
BlueBass	Blues Bass
FW EBass	FltWdEBass
MelFgrBa	MelFingrBa
Alp.Bass	AlpineBass
PickBas2	PickedBas2
M.PkBass	MutePkBass
HardPick	Hard Pick
RzHardPk	ResoHardPk
PickBas*	PickedBas*
Fretles#	FretlesBs#
Fretles2	FretlesBs2
Fretles3	FretlesBs3
Fretles4	FretlesBs4
Pwr.Fret	PwrFretles
TalkinBa	TalkinBass
SynFretl	SynFretles
SmthFrtl	SmthFrtles
FrtlsBa*	FrtlesBas*
SlapBas#	Slap Bass#
ResoSlap	Reson.Slap
PunchThm	PunchThmBs
Thum&Slp	Thumb&Slap
SlapBa2#	SlapBass2#
VeloSlap	VeloSwSlap
FunkBas*	Funk Bass*
SynBs1Dk	SynBass1Dk
FastResB	FastResoBs
AcidBass	Acid Bass
ResoBass	Reson.Bass
MPulseBa	Mt.PulseBa
Clv.Bass	Clavi Bass
TechnoBa	TechnoBass
KickBass	Kick Bass
OrbitrBa	Orbiter Ba
Sqr.Bass	SquareBass
RubberBa	RubberBass
FishBass	Fish Bass
HardReso	HardReson.
PlutoBas	Pluto Bass
StimuliB	Stimuli Bs
TkinPuls	TalkinPuls
SweepSqr	Sweep Sqr.
Reso Sqr	Reso.SqrBa
MnplisBa	MnplisBass
Miami Ba	Miami Bass
HammerBa	HammerBass
AnalogBa	AnalogBass
RezoBass	Rezzo Bass
MelloSBa	MelloSynBs
Seq.Bass	SequenceBs
ClkSynBa	ClickSynBs
SynBs2Dk	SynBass2Dk
SmthSynB	SmthSynBas
ModulrBa	ModularBas
X WireBa	X WireBass
AtkPulse	AttakPulse
MetalBas	Metal Bass
F.OsciBa	FrcOsciBas
CubitBas	Cubit Bass
CubitBa+	CubitBass+
KeelBass	Keel Bass
