ID	Name
ClvchrdK	Clavichord K
GrandP #	Grand Piano#
GrndPnoK	GrandPiano K
MelloGrP	MellowGrdPno
PianoStr	PianoStrings
DreamPno	Dream Piano
ConGrand	ConcertGrand
ConGrndK	ConcrtGrandK
DblConGr	DoublConGrnd
OldAcPno	OldAcouPiano
LvGrdPno	LvGrandPiano
BriteP #	BrightPiano#
BritPnoK	BrightPianoK
StBrtPno	StBritePiano
DetBrPno	Det.BritePno
MIDI Gr4	MIDI Grand 4
EGndPnoK	ElGrndPianoK
Det.CP80	Detuned CP80
LayerCP1	Layered CP 1
LayerCP2	Layered CP 2
HnkyTnkK	HonkyTonk K
EPiano1#	El. Piano 1#
EPiano1K	El.Piano 1 K
ChorusEP	Chorus EP 1
HardEPno	Hard El. Pno
VX E.Pno	VX El. Piano
60sElPno	60s' E.Piano
Diploid1	Diploid EP 1
Diploid2	Diploid EP 2
Diploid3	Diploid EP 3
Easy EP	Easy EP.
EPiano2#	El. Piano 2#
EPiano2K	El.Piano 2 K
Chor.EP2	Chorus EP 2
DXLegend	DX Legend EP
DX Phase	DX Phase EP
DXAnalog	DX Analog EP
VX EPno2	VX El.Piano2
Shirakwa	Shirakawa EP
ShivrDX+	Shiver DX +
HpschrdK	HarpsichordK
Hpschrd2	Harpsichord2
Hpschrd3	Harpsichord3
Clavi. #	Clavinet   #
ClvinetK	Clavinet K.
ClaviWah	Wah Clavinet
PulseClv	Pulse Clavi.
PiercClv	Pierce Clavi
SupClavi	Super Clavi.
HardyPlk	Hardy Pluck
S. Orgel	Small Orgel
VibrafnK	Vibraphone K
HardVibr	HardVibrafon
SMarimba	Sine Marimba
ChrchBel	Church Bells
DrawOrg#	Draw Organ #
DetDrwOr	Det.DrawOrgn
60sDrOrg	60sDrawOrgan
60sDrOr2	60sDrawOrgn2
70sDrOrg	70sDrawOrgan
DrawOrg2	Draw Organ 2
60sDrOr3	60sDrawOrgn3
70sDrOr2	70sDrawOrgn2
CheezOrg	Cheese Organ
DrawOrg3	Draw Organ 3
ClkGspOr	ClikGospelOr
PercOrg#	Perc Organ #
70sPcOrg	70s Perc Org
DetPrcOr	Det.Perc Org
LightOrg	Light Organ
PercOrg2	Perc Organ 2
WarmJazz	Warm Jazz Or
BeepOrgn	Beep Organ
RockOrg#	Rock Organ #
RotaryOr	Rotary Organ
SlwRotar	Slow Rotary
FstRotar	Fast Rotary
ChurOrg3	ChurchOrgan3
ChurOrg2	ChurchOrgan2
OrgFlute	Organ Flute
TrmOrgFl	TremOrgFlute
AccordIt	Accordion It
Harmo. 2	Harmonica 2
TngoAcd2	TangoAccord2
NylonGt#	Nylon Gtr. #
NylonGt2	Nylon Gtr. 2
NylonGt3	Nylon Gtr. 3
VelGtHrm	VelGtHrmonix
DecayEsG	DecayEspaGtr
SteelGt#	Steel Gtr. #
SteelGt2	Steel Gtr. 2
12StrGtr	12-Str Gtr.
Nyln&Stl	Nyln&SteelGt
Stl&Body	SteelGt&Body
Nashv.Gt	Nashville Gt
JazzGtr#	Jazz Gtr. #
MelloGtr	Mellow Gtr.
Jazz Amp	Jazz Gtr Amp
OctPlate	Octave Plate
MidSJazz	MidSuperJzGt
NekRough	NeckRoughcst
PdlSteel	Pedal Steel
ChorusGt	Chorus Gtr.
CleanGt2	Clean Gtr. 2
MidT.Gtr	MidToneGtr.
MidTGtSt	MidToneGtrSt
NasalGtr	Nasal Guitar
HammrMid	MiddleHammer
HammrBrg	BridgeHammer
HammrDbl	Doubl Hammer
HammrSt.	StereoHammer
MutedGt#	Muted Gtr. #
Funk Gtr	Funk Gtr. 1
MuteStlG	MutedSteelGt
FunkGtr2	Funk Guitar2
WrenchGt	Wrench Gtr.
Heavy Wr	Heavy Wrench
GrvyMtGt	Groovy Mt Gt
Mu.DstGt	MutedDistGtr
Ovrdriv#	Overdriven #
OvdrGtDt	OvrdrvGtrDet
Gt.Pinch	Guitar Pinch
BrtMnhtn	Bright Mnhtn
Dist.Gt#	Dist. Gtt. #
DstRthmG	DistRhythmGt
DistGtr2	Dist. Gtr. 2
DistGtr3	Dist. Gtr. 3
PowerGt2	Power Gtr. 2
PowerGtr	Power Gtr.
Dst.5ths	Dist. Fifths
FeedbkGt	Feedback Gt.
FeedbkG2	Feedback Gt2
TwinDist	Twin Dist.Gt
RckRthm2	RockRhythm 2
RockRthm	Rock Rhythm
AcouHarm	Acou.Hrmonix
GtFeedbk	Gtr.Feedback
GtrHrmo2	Gtr. Harmo 2
Acou.Ba#	Acou. Bass #
JazzRthm	Jazz Rhythm
PkAcouBa	Pick A. Bass
VXUprght	VX UprightBa
BostonBa	Boston Bass
WalkSyBa	Walkin'SynBa
FingrBa#	FingerBass #
FingrDrk	DarkFingerBs
FlangrBa	Flanger Bass
Ba&DstEG	Ba&Dist.EGtr
FngrSlap	FingerSlapBs
FngrBas2	Finger Bass2
Mod Bass	ModulateBass
RezChase	Reso. Chase
FW EBass	FlatWndEBass
PickBas2	Picked Bass2
M.PkBass	MutedPikBass
HardPick	HardPickBass
RzHardPk	ResoHardPick
Fretles#	FretlesBass#
Fretles2	FretlessBas2
Fretles3	FretlessBas3
Fretles4	FretlessBas4
Pwr.Fret	PowerFretles
TalkinBa	Talking Bass
SynFretl	SynthFretles
SmthFrtl	SmoothFrtles
SlapBas#	Slap Bass #
ResoSlap	ResonantSlap
PunchThm	PunchThumbBs
Thum&Slp	Thumb & Slap
SlapBa2#	Slap Bass 2#
VeloSlap	VeloSwchSlap
SynBs1Dk	DarkSynBass1
FastResB	FastReso.Bas
ResoBass	ResonantBass
MPulseBa	MutedPulseBa
TechnoBa	Techno Bass
OrbitrBa	Orbiter Bass
Sqr.Bass	Square Bass
RubberBa	Rubber Bass
HardReso	HardResonant
StimuliB	Stimuli Bass
TkinPuls	Talkin Pulse
SweepSqr	Sweep Square
Reso Sqr	ResoSquareBa
MnplisBa	MineaplsBass
HammerBa	Hammer Bass
AnalogBa	Analog Bass
MelloSBa	MelloSynBass
Seq.Bass	SequencedBas
ClkSynBa	ClickSynthBs
SynBs2Dk	DarkSynBass2
SmthSynB	SmoothSynBas
ModulrBa	Modular Bass
X WireBa	X Wire Bass
AtkPulse	Attack Pulse
F.OsciBa	ForceOsciBas
CubitBa+	Cubit Bass +
PlnPulse	Plain Pulse
PowerSaw	Powered Saw
SynthAtk	Synth Attack
SmoothBs	Smooth Bass
Oct.Bass	Octave Bass
SlwVioln	Slow Violin
CadenzDk	Dark Cadenza
ViolinSc	Violin Sect.
HdVlnSec	HardViolnSec
SlVlnSec	SlowViolnSec
DblViola	Double Viola
ViolaSec	Viola Sect.
HdVlaSec	HardViolaSec
SlVlaSec	SlowViolaSec
CellSect	Cello Sect.
HdCelloS	HardCelloSec
SlCelloS	SlowCelloSec
ContrSec	Contr. Sect.
HdContrS	HardContrSec
SlContrS	SlowContrSec
TremStr#	Tremolo Str#
SlwTrStr	SlowTremStr.
Susp.Str	Suspense Str
Fear Str	Fear Strings
Det.Fear	Detuned Fear
BrTrmStr	BriteTremStr
PizzOct.	Pizz. Octave
ElecHarp	ElectricHarp
VlinHarp	Violin Harp
DtVliHrp	DetViolinHrp
Strngs1#	Strings 1 #
StStrngs	St. Strings
Slow Str	Slow Strings
SforzStr	SforzStrings
Arco Str	Arco Strings
60sStrng	60s' Strings
Orch.Str	Orch.Strings
OrchStr2	OrchStrings2
TremOrch	Tremolo Orch
Velo.Str	Velo Strings
Stacc.Hi	HighStaccato
Stacc.Hi	HighStaccato
Stacc.Hi	HighStaccato
Stacc.Lo	Low Staccato
SolidStr	Solid String
SwellStr	SwellStrings
3 OctStr	3 Oct. Str.
5PartStr	5 Part Str.
Strngs2#	Strings 2 #
StSlwStr	St.Slow Str.
LegatoSt	Legato Str.
Warm Str	Warm Strings
70s Str	70s' Strings
ChmbrStr	Chamber Str.
ZephyrS.	Zephyr Strs.
Reso Str	Resonant Str
Syn.Str3	Synth Str. 3
Monarchy	Monarchy Str
GrandPad	GrandStrsPad
SweepStr	SweepStrings
Syn.Str4	Synth Str. 4
Syn.Str5	Synth Str. 5
TaurusS.	TaurusString
Leo Str.	Leo Strings
SolPlexs	Solar Plexus
St.Choir	Stereo Choir
ChoirAh2	Choir Aah 2
MelChoir	Mellow Choir
ChoirStr	Choir Strngs
SynVoix2	SynthVoice 2
AnalgVox	Analog Voice
OrchHit2	Orch. Hit 2
BrsStb80	Brass Stab80
6th Hit+	Sixth Hit +
BriteTrp	BriteTrumpet
Warm Trp	Warm Trumpet
Dark Trp	Dark Trumpet
SftDkTrp	SoftDarkTrp.
Soft Trp	Soft Trumpet
BlownTrp	BlownTrumpet
DblBlwTp	Double Blown
SweetTrp	SweetTrumpet
MlSwtTrp	Mel.SweetTrp
NormlTrp	Normal Trmpt
Bril Trp	BrilliantTrp
FlugelHr	Flugel Horn
BrtTromb	Brt Trombone
MelloTrb	Mellow Tromb
BrilTrmb	BrillintTrmb
HardTrmb	HardTrombone
BrtBsTrb	BrtBassTromb
HrdBsTrb	HardBassTrmb
TromSect	TromboneSect
MutedTp#	MutedTrmpt #
MuteTrp2	MutedTrmpt 2
FrHrSolo	Fr.Horn Solo
FrHorn 2	FrenchHorn 2
